budget,popularity,revenue,runtime,tagline,title,vote_average,vote_count
98000000,41.862983,433013274,130,The most powerful force on earth is about to be unleashed by the two people who should know better.,The Mummy Returns,6,2206
100000000,46.160048,193772504,167,America was born in the streets.,Gangs of New York,7.1,1910
94000000,12.516546,95311434,145,,The Flowers of War,7.1,187
85000000,23.230851,149044513,85,"In the coldest place on Earth, he's the hottest thing around.",Surf's Up,5.9,601
90000000,19.224754,102000000,93,The wives of Stepford have a secret.,The Stepford Wives,5.4,334
92000000,44.455166,172989651,144,Leave No Man Behind.,Black Hawk Down,7.2,1811
0,16.460356,104907746,85,May The Best Loser Win.,The Campaign,5.6,578
90000000,109.528572,263920180,126,There is no future without it.,The Fifth Element,7.3,3885
100000000,18.325897,288347692,146,Carrie on.,Sex and the City 2,5.4,426
95000000,37.054554,76432727,89,They came for the gold... they stayed for the adventure.,The Road to El Dorado,7,858
95000000,65.229868,877244782,88,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift.",Ice Age: Continental Drift,6.2,2672
95000000,101.187052,543514353,105,Midnight is just the beginning.,Cinderella,6.7,2374
65000000,29.257137,93525586,136,The story of a life and everything that came after...,The Lovely Bones,6.6,1065
94000000,85.688789,940335536,100,"There are 3.7 trillion fish in the ocean, they're looking for one.",Finding Nemo,7.6,6122
94000000,123.630332,1118888979,201,The eye of the enemy is moving.,The Lord of the Rings: The Return of the King,8.1,8064
79000000,106.914973,926287400,179,A New Power Is Rising.,The Lord of the Rings: The Two Towers,8,7487
95000000,63.628459,114178613,102,"When darkness falls, the son will rise. When the son falls, the dark knight will rise.",Seventh Son,5.2,957
115000000,41.498631,274703340,100,Born into Wealth. Groomed by the Elite. Trained for Combat.,Lara Croft: Tomb Raider,5.7,2192
100000000,58.991388,103039258,119,"Yesterday, Dr. Will Caster was only human...",Transcendence,5.9,2295
93000000,1.859364,368780809,92,"This time, it's not just a walk in the park!",Jurassic Park III,5.7,2077
93000000,138.433168,482860185,105,Evolution Becomes Revolution.,Rise of the Planet of the Apes,7,4347
90000000,21.436682,162839667,95,Their World Is Closer Than You Think.,The Spiderwick Chronicles,6.3,572
92000000,65.402595,304654182,98,Yippee Ki-Yay Mother Russia,A Good Day to Die Hard,5.2,3493
145000000,10.660441,25819961,137,You will never forget,The Alamo,5.8,106
92000000,77.817571,631442092,115,"No gut, no glory",The Incredibles,7.4,5152
98000000,7.029308,10017322,119,The Course Has Been Set. There Is No Turning Back. Prepare Your Weapons. Summon Your Courage. Discover the Adventure of a Lifetime!,Cutthroat Island,5.7,136
95000000,61.121717,226497209,118,Worlds Collide,Percy Jackson & the Olympians: The Lightning Thief,6,2010
90000000,104.121555,589390539,98,Protecting the Earth from the scum of the universe.,Men in Black,6.9,4412
90000000,73.575118,497366869,92,The toys are back!,Toy Story 2,7.3,3806
100000000,37.698465,167805466,98,"1,000,000 Tons. 100,000 Lives. 100 Minutes.",Unstoppable,6.3,1165
90000000,35.814765,347325802,90,Get ready for a second Rush!,Rush Hour 2,6.4,1054
100000000,15.835672,155464351,130,He was the perfect husband until his one mistake followed them home.,What Lies Beneath,6.3,488
100000000,46.781182,242988466,90,Prepare to get served.,Cloudy with a Chance of Meatballs,6.5,1747
90000000,69.457898,886686817,94,You Won't Believe Your Ice!,Ice Age: Dawn of the Dinosaurs,6.5,2271
90000000,43.348022,188133322,114,"Stop Dreaming, Start Living",The Secret Life of Walter Mitty,7,3144
92000000,40.20395,264105545,98,Get Some Action,Charlie's Angels,5.6,1232
90000000,63.429157,289847354,151,Lies. Betrayal. Sacrifice. How far will you take it?,The Departed,7.9,4339
90000000,67.427755,304320254,88,"This time, the princess saves the prince.",Mulan,7.6,2008
92000000,43.192048,188072649,107,The movie they think they're making... isn't a movie anymore.,Tropic Thunder,6.5,1667
90000000,47.651083,232617430,158,Evil shall with evil be expelled.,The Girl with the Dragon Tattoo,7.2,2434
90000000,51.881077,366101666,128,Think fast. Look alive. Die hard.,Die Hard: With a Vengeance,6.9,2066
90000000,57.834787,524028679,128,Nothing escapes him.,Sherlock Holmes,7,5766
100000000,29.608322,94061311,125,First to finish. Last to die.,Ben-Hur,5.3,621
120000000,51.548589,186053725,95,Atlantis is waiting...,Atlantis: The Lost Empire,6.7,1224
0,27.867368,233755553,92,Fast & furry-ous,Alvin and the Chipmunks: The Road Chip,5.8,428
75000000,38.832842,200276000,121,Many saw evil. They dared to stop it.,Valkyrie,6.7,1173
90000000,40.597344,201596308,113,Lather. Rinse. Save the world.,You Don't Mess with the Zohan,5.5,1048
88000000,140.849495,243637091,105,Game On.,Pixels,5.6,2513
100000000,34.035114,235926552,146,"David is 11 years old. He weighs 60 pounds. He is 4 feet, 6 inches tall. He has brown hair. His love is real. But he is not.",A.I. Artificial Intelligence,6.8,1974
90000000,16.302378,182290266,99,Check your pulse at the door... if you have one.,The Haunted Mansion,5.2,466
90000000,55.249434,171120329,150,"If it's just us, it seems like an awful waste of space.",Contact,7.2,1308
95000000,28.200874,190213455,112,What would you do if you knew you couldn't be seen?,Hollow Man,5.6,634
80000000,18.69984,162944923,128,The truth needs no translation.,The Interpreter,6.2,392
90000000,40.262261,174578751,106,"Where There Are Gods, There Are Monsters.",Percy Jackson: Sea of Monsters,5.9,1648
95000000,56.811056,156505388,117,Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box,Lara Croft Tomb Raider: The Cradle of Life,5.5,1418
90000000,51.535701,334901337,129,You Haven't Seen Anything Yet,Now You See Me 2,6.7,3235
68000000,20.913852,118063304,116,Never reveal your name. Never turn your back. Never surrender your heart.,The Saint,5.9,302
92000000,27.166757,143049560,126,It's not how you play the game. It's how the game plays you.,Spy Game,6.8,579
90000000,16.058284,60874615,114,Let There Be Life.,Mission to Mars,5.7,369
90000000,46.200042,484635760,96,1 out of every 8 Americans is afraid of flying. Most of them don't have feathers.,Rio,6.5,2166
100000000,24.939295,93700000,131,One robot's 200 year journey to become an ordinary man.,Bicentennial Man,6.9,963
90000000,19.836124,0,104,The coast is toast,Volcano,5.2,376
90000000,15.350451,140807547,107,"They come from different worlds. They fight for different causes. Now, two men from opposite sides of the law are about to go to war.",The Devil's Own,5.9,290
100000000,15.625949,35168966,138,Fate has found its hero.,K-19: The Widowmaker,6.1,264
20000000,31.802807,79114085,129,Thief. Warrior. Gladiator. King.,Conan the Barbarian,6.6,650
88000000,24.100863,108539911,144,One man's extraordinary fight to save the family he loved.,Cinderella Man,7.3,616
90000000,3.593349,16178959,110,,The Nutcracker: The Untold Story,5.4,50
87000000,14.824166,148336445,141,The hopes of a nation rode on a long shot.,Seabiscuit,6.7,216
92000000,32.079995,494471524,113,The Dark Side of Nature.,Twister,6.1,950
90000000,57.739713,429632142,143,"At the edge of the world, his journey begins.",Cast Away,7.5,3218
100000000,37.272385,384335608,108,WARNING: May Cause Toe-Tapping.,Happy Feet,5.9,1410
75000000,53.213931,288500217,108,They should have left him alone.,The Bourne Supremacy,7.2,2825
85000000,36.38795,315156409,124,The fate of a nation rests on the courage of one man.,Air Force One,6.2,840
85000000,60.929352,450717150,116,Are you in or out?,Ocean's Eleven,7.2,3783
75000000,36.605246,132274484,110,Every legend has a new beginning.,The Three Musketeers,5.6,924
85000000,56.257411,358375603,91,Where monsters go to get away from it all,Hotel Transylvania,6.8,2566
85000000,29.21998,340487652,107,This fairytale princess is about to meet a real Prince Charming,Enchanted,6.6,1449
85000000,34.773106,208076205,115,No one is safe,Safe House,6.3,1345
85000000,9.895061,183611771,100,Meet Two Unlikely Heroes With A Bone To Pick.,102 Dalmatians,5.1,313
75000000,36.743324,152930623,104,Ordinary guys. An extraordinary robbery.,Tower Heist,5.8,932
85000000,44.967453,194168700,136,It's Christmas Eve and we are going to go celebrate being young and being alive.,The Holiday,6.7,1225
90000000,41.207568,250649836,132,It's not paranoia if they're really after you.,Enemy of the State,6.7,1240
85000000,16.479851,219103655,121,First comes marriage. Then comes divorce. And then...,It's Complicated,6.2,360
85000000,42.069993,311312624,122,What are the odds of getting even? 13 to one.,Ocean's Thirteen,6.5,1999
85000000,26.61951,197309027,83,One Fur All & All Fur One,Open Season,6.1,656
85000000,80.316463,288747895,139,What makes you different makes you dangerous.,Divergent,6.9,4663
68000000,41.273567,96976270,131,Some Men Are Born To Be Heroes.,Enemy at the Gates,7.2,999
85000000,24.107835,80916492,104,cut to the chase,The Rundown,6.4,514
85000000,32.044191,137298489,130,This isn't the movies anymore.,Last Action Hero,6.1,712
85000000,16.595874,162242962,145,"My world is as forbidden as it is fragile; without its mysteries, it cannot survive.",Memoirs of a Geisha,7.3,652
85000000,8.282876,158468292,104,"On the streets of Tokyo, speed needs no translation...",The Fast and the Furious: Tokyo Drift,6.1,1705
0,19.83683,0,97,Ever wonder how 2 Billion presents get delivered all in 1 night?,Arthur Christmas,6.7,333
90000000,36.069611,142940100,178,Sooner or later everyone does.,Meet Joe Black,6.9,1147
85000000,18.827753,78382433,108,What would you do if you lost everything?,Collateral Damage,5.5,427
0,5.159407,37823676,123,All that work. All that glitter. All that pain. All that love. All that crazy rhythm. All that jazz.,All That Jazz,7.3,85
85000000,48.126297,183018522,106,The Snow White legend comes alive.,Mirror Mirror,5.5,1114
60000000,38.885195,47664559,112,Get the hot girl. Defeat her evil exes. Hit love where it hurts.,Scott Pilgrim vs. the World,7.2,2126
60000000,29.211255,74208267,136,Earth has a deadline.,The Core,5.4,516
84000000,17.783361,123307945,106,The Klumps are back!,Nutty Professor II: The Klumps,4.7,332
84000000,31.435539,275650703,88,Get a Clue,Scooby-Doo,5.4,820
50000000,57.673932,41037742,95,Judgement is coming,Dredd,6.6,1940
82500000,41.176631,237681299,107,What If You Had A Remote... That Controlled Your Universe?,Click,6,2104
8000000,13.661289,21028755,120,The Most Fun You'll Ever Have... BEING SCARED!,Creepshow,6.7,226
85000000,11.77398,112483764,82,Just like real spies... only furrier.,Cats & Dogs 2 : The Revenge of Kitty Galore,4.9,119
85000000,21.218,222231186,88,anywhere is possible.,Jumper,5.9,1799
85000000,58.57976,160388063,120,Saving the world is a hell of a job.,Hellboy II: The Golden Army,6.5,1527
65000000,51.970905,84785914,157,There's more than one way to lose your life to a killer.,Zodiac,7.3,2023
82000000,18.447479,96085477,123,Are You Who You Think You Are,The 6th Day,5.7,595
80000000,109.684788,484572835,101,In Bruce we trust,Bruce Almighty,6.4,3012
80000000,77.580661,274470394,103,Choose Your Weapon.,The Expendables,6,2926
80000000,75.290998,457696359,110,Expect the Impossible.,Mission: Impossible,6.7,2631
75000000,68.550698,691210692,142,May The Odds Be Ever In Your Favor.,The Hunger Games,6.9,9455
80000000,58.040149,254455986,102,The Wolfpack Is Back,The Hangover Part II,6.2,3739
80000000,59.113174,280000000,126,"The Bat, the Cat, the Penguin.",Batman Returns,6.6,1673
80000000,36.32705,343397247,83,Taking back the neighborhood... One snack at a time.,Over the Hedge,6.3,1074
80000000,55.659988,145771527,85,He's coming to our galaxy.,Lilo & Stitch,7.1,1314
85000000,14.132583,144000000,97,"Something unexpected, unbelievable, unforgettable.",Charlotte's Web,5.8,288
75000000,34.070054,140464664,120,Heaven and Earth are about to collide.,Deep Impact,5.9,855
84000000,44.34333,0,116,The best never rest.,RED 2,6.4,1526
82000000,26.065735,190320568,113,"If you can't get out, get even.",The Longest Yard,6.2,785
75000000,23.473004,342695435,87,This holiday it's gonna get squeaky.,Alvin and the Chipmunks: Chipwrecked,5.4,484
80000000,45.589568,246984278,100,Just because they're a little older doesn't mean they've grown up.,Grown Ups 2,5.8,1155
80000000,23.496054,230685453,110,Saving The World...And Loving It!,Get Smart,6,1051
80000000,16.939441,266728738,128,Schmucks are people too.,Something's Gotta Give,6.3,410
80000000,81.914696,294804195,138,Someone is missing.,Shutter Island,7.8,6336
80000000,19.500893,163733697,88,"His father, her mother, his mother and her father all in one day.",Four Christmases,5.3,331
75000000,29.558157,260696994,91,You can shine no matter what you're made of.,Robots,6,1333
80000000,46.075037,245676146,138,"In order to catch him, he must become him.",Face/Off,6.8,1583
80000000,23.531721,212874442,99,Whatever they dream up... he has to survive.,Bedtime Stories,5.9,901
80000000,49.078546,181001478,117,Pray for Michael Sullivan.,Road to Perdition,7.3,1077
80000000,37.02665,214918407,117,Sometimes a guy's best wingman... is a wingwoman,Just Go with It,6.3,1543
75000000,45.154631,224012234,115,They were deadly on the ground; Now they have wings,Con Air,6.5,1270
80000000,46.887983,178066569,118,Don't walk. Run.,Eagle Eye,6.3,1018
79000000,24.598479,173013509,154,Find the strength. Find the courage. No matter what it takes... find the way home.,Cold Mountain,6.7,533
80000000,32.363538,157107755,118,Some will kill to have it. He will kill to protect it.,The Book of Eli,6.6,2164
80000000,11.50396,177977226,93,Catch it if you can!,Flubber,5.3,695
80000000,19.375768,91188905,113,Some houses are born bad.,The Haunting,5.2,369
80000000,36.125715,250200000,88,Get ready to jam.,Space Jam,6.5,1288
0,25.450534,0,93,Pardon His French.,The Pink Panther,5.6,550
80000000,41.890722,233093859,104,12.12.08 is the Day the Earth Stood Still,The Day the Earth Stood Still,5.2,1043
75000000,22.179658,136982834,135,What if your most paranoid nightmares had just come true?,Conspiracy Theory,6.5,431
68000000,139.575085,211817906,135,War never ends quietly.,Fury,7.4,3946
70000000,18.264635,164000000,98,"After this week in paradise, they’re going to need a vacation.",Six Days Seven Nights,5.6,332
80000000,11.187696,201584141,80,Life's a Pic-A-Nic,Yogi Bear,5.2,220
80000000,41.670544,122563539,83,Leader. Hero. Legend.,Spirit: Stallion of the Cimarron,7.4,831
80000000,27.46264,169852759,102,Welcome to his jungle.,Zookeeper,5.3,498
80000000,17.455024,136159423,130,"Danger, Will Robinson!",Lost in Space,5,388
80000000,21.394281,96105964,129,This summer everything is under control.,The Manchurian Candidate,6.2,393
0,0.605645,0,117,Your future is set...,Déjà Vu,8,1
